"TERM_NO","EXEC_DATE","ITEM_CD","DATA1","DATA2","DATA_FOR"
"60017","2020-02-01 10:22:14","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151047","DFK1403238016000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151047"
"60017","2020-02-01 10:22:19","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151004","DFK1403238015000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151004"
"60017","2020-02-01 10:22:23","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151069","DFK1403238014000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151069"
"60017","2020-02-01 10:22:29","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151057","DFK1403238013000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151057"
"60017","2020-02-01 10:22:33","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151058","DFK1403238012000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151058"
"60017","2020-02-01 10:22:37","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151061","DFK1403238011000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151061"
"60017","2020-02-01 10:22:43","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151024","DFK1403238010000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151024"
"60017","2020-02-01 10:22:48","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151008","DFK1403238009000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151008"
"60017","2020-02-01 10:22:50","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151070","DFK1403238008000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151070"
"60017","2020-02-01 10:22:52","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151072","DFK1403238007000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151072"
"60017","2020-02-01 10:22:55","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151067","DFK1403238006000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151067"
"60017","2020-02-01 10:23:00","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151015","DFK1403238005000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151015"
"60017","2020-02-01 10:23:05","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151065","DFK1403238004000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151065"
"60017","2020-02-01 10:23:08","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151071","DFK1403238003000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151071"
"60017","2020-02-01 10:23:11","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151066","DFK1403238002000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151066"
"60017","2020-02-01 10:23:13","898382-8360","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151068","DFK1403238001000005000005202002018983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129001898382-8360              20200129     5JA298983828360               2020012900151068"
"60017","2020-02-01 10:23:16","897529-9420","GAK1A02620200129001897529-9420              20200129     5JA298975299420               2020012900151004","FKK1403104006000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200129001897529-9420              20200129     5JA298975299420               2020012900151004"
"60017","2020-02-01 10:23:19","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251073","FKK1403104007000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251073"
"60017","2020-02-01 10:23:20","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251074","FKK1403104008000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251074"
"60017","2020-02-01 10:23:22","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251075","FKK1403104009000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251075"
"60017","2020-02-01 10:23:25","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251076","FKK1403104010000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251076"
"60017","2020-02-01 10:23:31","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251077","FKK1403104011000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251077"
"60017","2020-02-01 10:23:32","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251078","FKK1403104012000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251078"
"60017","2020-02-01 10:23:35","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251079","FKK1403104013000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251079"
"60017","2020-02-01 10:23:37","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251080","FKK1403104014000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251080"
"60017","2020-02-01 10:23:39","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251069","FKK1403104015000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251069"
"60017","2020-02-01 10:23:43","897529-9420","GAK1A02620200129001897529-9420              20200129     5JA298975299420               2020012900151010","FKK1403104016000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200129001897529-9420              20200129     5JA298975299420               2020012900151010"
"60017","2020-02-01 10:23:45","897529-9420","GAK1A02620200129001897529-9420              20200129     5JA298975299420               2020012900151001","FKK1403104017000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200129001897529-9420              20200129     5JA298975299420               2020012900151001"
"60017","2020-02-01 10:23:47","897529-9420","GAK1A02620200129001897529-9420              20200129     5JA298975299420               2020012900151002","FKK1403104018000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200129001897529-9420              20200129     5JA298975299420               2020012900151002"
"60017","2020-02-01 10:23:49","897529-9420","GAK1A02620200129001897529-9420              20200129     5JA298975299420               2020012900151003","FKK1403104019000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200129001897529-9420              20200129     5JA298975299420               2020012900151003"
"60017","2020-02-01 10:23:52","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251084","FKK1403104020000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251084"
"60017","2020-02-01 10:23:57","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251070","FKK1403104001000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251070"
"60017","2020-02-01 10:23:59","897529-9420","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251071","FKK1403104002000005000005202002018975299420PUMP ASM;OIL    TBKK  1S     ","GAK1A02620200128902897529-9420              20200129     5JA298975299420               2020012890251071"
